Final_text_length,N_keyboard_events,N_keyboard_comb_events,Ratio_combination,N_delete_events,Ratio_delete,N_paste_events,N_copy_events,Ratio_pastes,Length_per_event,start_time,segment_duration,text_state_change,error_rate,average_consecutive_backspaces,cps,average_thinking_time,pause_frequency,is_cheat_segment,title,project_id
0.0,104.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T23:40:44.661Z,22.758999999999997,,0.15384615384615385,4.0,4.569620809350148,0.5218461538461538,26.0,False,so_actual_work,655d3c01c50d0e315153ec82
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-21T23:41:10.414Z,1.789,.,0.0,0.0,1.1179429849077698,0.0,0.0,False,so_actual_work,655d3c01c50d0e315153ec82
85.0,91.0,2.0,0.023529411764705882,3.0,0.03529411764705882,0.0,0.0,0.0,0.9139784946236559,2023-11-21T23:41:15.769Z,24.03400000000001,The python server should begin the analysis of the data when access via /api/analysis,0.03296703296703297,1.5,3.786302737788132,0.6811739130434782,23.0,False,so_actual_work,655d3c01c50d0e315153ec82
9.0,9.0,2.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,2023-11-21T23:41:45.236Z,1.881,project_i,0.0,0.0,4.784688995215311,0.3126666666666667,3.0,False,so_actual_work,655d3c01c50d0e315153ec82
11.0,10.0,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,2023-11-21T23:41:50.743Z,6.381000000000001,?project_id,0.0,0.0,1.5671524839366868,1.5106666666666666,3.0,False,so_actual_work,655d3c01c50d0e315153ec82
18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,2023-11-21T23:42:00.224Z,3.233, then it will show,0.0,0.0,5.876894525208784,0.351,5.0,False,so_actual_work,655d3c01c50d0e315153ec82
0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T23:42:07.760Z,0.72,,0.6666666666666666,2.0,4.166666666666667,0.541,1.0,False,so_actual_work,655d3c01c50d0e315153ec82
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T23:42:12.489Z,0,,0.0,0.0,0.0,0.0,0.0,False,so_actual_work,655d3c01c50d0e315153ec82
0.0,148.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T23:42:20.390Z,27.994999999999987,,0.11486486486486487,2.8333333333333335,5.286658331844975,0.3948947368421053,38.0,False,so_actual_work,655d3c01c50d0e315153ec82
31.0,36.0,10.0,0.3225806451612903,4.0,0.12903225806451613,0.0,0.0,0.0,0.6739130434782609,2023-11-21T23:42:51.056Z,14.474,"""human work evaluation"" : 80%, ",0.1111111111111111,4.0,2.4872184606881302,0.8816363636363636,11.0,False,so_actual_work,655d3c01c50d0e315153ec82
24.0,69.0,4.0,0.16666666666666666,23.0,0.9583333333333334,0.0,0.0,0.0,0.3287671232876712,2023-11-21T23:43:08.809Z,18.977000000000007,"behaviour consistency"" :",0.3333333333333333,11.5,3.635980397323074,0.6745,18.0,False,so_actual_work,655d3c01c50d0e315153ec82
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T01:04:31.990Z,0,,0.0,0.0,0.0,0.0,0.0,False,so_actual_work,655d3c01c50d0e315153ec82
9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2023-11-23T01:21:18.300Z,1.219,aafaefeaf,0.0,0.0,8.203445447087777,0.257,2.0,False,so_actual_work2,655ea5a1c50d0e315153ec83
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T01:21:25.036Z,0,,1.0,1.0,0.0,0.0,0.0,False,so_actual_work2,655ea5a1c50d0e315153ec83
0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T01:21:29.187Z,1.7839999999999998,,1.0,1.0,0.5605381165919283,1.206,1.0,False,so_actual_work2,655ea5a1c50d0e315153ec83
46.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,2023-11-23T01:21:35.744Z,9.174999999999999, im adding a lot of comment inbetween the word,0.0,0.0,5.231607629427794,0.43074999999999997,12.0,False,so_actual_work2,655ea5a1c50d0e315153ec83
50.0,182.0,6.0,0.12,22.0,0.44,0.0,0.0,0.0,0.26595744680851063,2023-11-21T22:59:54.554Z,67.53499999999998,"to siulate thuman input, I thought w might need mo",0.12087912087912088,3.142857142857143,2.6948989412897024,0.8582978723404254,47.0,False,Aj_genuine,655d33f1c50d0e315153ec7a
96.0,199.0,6.0,0.0625,3.0,0.03125,0.0,0.0,0.0,0.4682926829268293,2023-11-21T23:08:11.171Z,82.83399999999997,e abouto prlesone 2. The current team are mentionification and validation. bluhbluh somthing lik,0.01507537688442211,1.5,2.4023951517492823,1.0655294117647058,51.0,False,Aj_genuine2,655d3815c50d0e315153ec81
0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T23:09:41.699Z,6.39,,0.42857142857142855,1.5,1.0954616588419406,2.219,2.0,False,Aj_genuine2,655d3815c50d0e315153ec81
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T22:50:31.309Z,0.393,,0.0,0.0,0.0,0.0,0.0,False,roger_genuine,655d342bc50d0e315153ec7b
236.0,247.0,29.0,0.1228813559322034,12.0,0.05084745762711865,0.0,0.0,0.0,0.855072463768116,2023-11-21T22:50:49.540Z,50.69299999999999,"GitHub is a platform for version control that allows developers to store and manage their code. Usually, it is used to host open source software development projects. GitHub is founded by Tom Preston-Wener, Chris Wanstrath and P.J.Hyett",0.048582995951417005,1.7142857142857142,4.8724675990767965,0.3801884057971015,69.0,False,roger_genuine,655d342bc50d0e315153ec7b
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-21T22:51:40.840Z,0.152,"
",0.0,0.0,13.157894736842106,0.0,0.0,False,roger_genuine,655d342bc50d0e315153ec7b
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T22:51:41.150Z,0,,0.0,0.0,0.0,0.0,0.0,False,roger_genuine,655d342bc50d0e315153ec7b
199.0,209.0,18.0,0.09045226130653267,9.0,0.04522613065326633,0.0,0.0,0.0,0.8766519823788547,2023-11-21T22:51:48.611Z,37.97399999999999,"Finance-wise, GitHub was a bootstrap start-up business. In July 2023, four years after the company was founded, Andressem Horowits invested $100 million in venture capital with $750 million valuation",0.0430622009569378,1.5,5.503765734449888,0.34730357142857143,56.0,False,roger_genuine,655d342bc50d0e315153ec7b
77.0,77.0,14.0,0.18181818181818182,3.0,0.03896103896103896,0.0,0.0,0.0,0.8461538461538461,2023-11-21T22:52:27.238Z,15.207999999999998,"

Now as of 2023, GitHub is generating $1 billion in Annual Recurring Revenue",0.03896103896103896,1.5,5.063124671225672,0.3332173913043478,23.0,False,roger_genuine,655d342bc50d0e315153ec7b
57.0,63.0,6.0,0.10526315789473684,4.0,0.07017543859649122,0.0,0.0,0.0,0.8260869565217391,2023-11-21T22:52:44.327Z,12.345000000000004, The round valued the company at approximately $2 billion,0.06349206349206349,1.3333333333333333,5.103280680437423,0.4078823529411764,17.0,False,roger_genuine,655d342bc50d0e315153ec7b
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T22:52:58.801Z,0,,1.0,1.0,0.0,0.0,0.0,False,roger_genuine,655d342bc50d0e315153ec7b
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T22:56:28.373Z,0.161,,0.0,0.0,0.0,0.0,0.0,False,roger_genuine2,655d3588c50d0e315153ec7d
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T22:56:34.870Z,0,,0.0,0.0,0.0,0.0,0.0,False,roger_genuine2,655d3588c50d0e315153ec7d
47.0,55.0,6.0,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.7704918032786885,2023-11-21T22:56:39.563Z,11.139,Apple is an american multinational tech company,0.0,0.0,4.937606607415388,0.38900000000000007,15.0,False,roger_genuine2,655d3588c50d0e315153ec7d
83.0,91.0,14.0,0.1686746987951807,7.0,0.08433734939759036,0.0,0.0,0.0,0.7904761904761904,2023-11-21T22:56:52.209Z,18.659000000000002,"

It was previously founded by Steve Wozniak, Steve Jobs and Ronald Wayne to develo",0.07692307692307693,1.75,4.877003054826089,0.35984615384615376,26.0,False,roger_genuine2,655d3588c50d0e315153ec7d
117.0,126.0,20.0,0.17094017094017094,9.0,0.07692307692307693,0.0,0.0,0.0,0.8013698630136986,2023-11-21T22:57:14.201Z,24.665," and sell Wozniak's Apple 1 personal computer. It was incorporated by Jobs and Wozniak as Apple Computer, Inc in 1977",0.07142857142857142,2.25,5.1084532738698565,0.3513888888888889,36.0,False,roger_genuine2,655d3588c50d0e315153ec7d
174.0,182.0,23.0,0.13218390804597702,8.0,0.04597701149425287,0.0,0.0,0.0,0.848780487804878,2023-11-21T22:57:39.449Z,36.705,"

Apple became the first publicly traded U.S. company to be valued at over $1 trilliion in August 2018, then at $2 trillion in August 2020, and at $3 trillion in January 2022",0.04395604395604396,1.6,4.958452526903692,0.3855882352941177,51.0,False,roger_genuine2,655d3588c50d0e315153ec7d
19.0,13.0,2.0,0.10526315789473684,13.0,0.6842105263157895,1.0,0.0,0.0,1.2666666666666666,2023-11-19T19:40:15.716Z,19.066,The Power of Audio ,1.0,13.0,0.6818420224483374,2.84,4.0,True,Aleks_fake_1,655a6485c50d0e315153ec78
0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023-11-21T22:53:31.647Z,0.413,,0.0,0.0,0.0,0.292,1.0,True,roger_copypasting,655d34ddc50d0e315153ec7c
0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2023-11-21T22:54:20.362Z,1.102,,1.0,1.0,0.9074410163339383,0.469,1.0,True,roger_copypasting,655d34ddc50d0e315153ec7c
0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023-11-21T22:58:53.184Z,0.5650000000000001,,0.0,0.0,0.0,0.342,1.0,True,roger_copypasting2,655d361fc50d0e315153ec7e
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T23:02:11.859Z,0,,1.0,1.0,0.0,0.0,0.0,True,Aj_fake_1,655d36c3c50d0e315153ec7f
0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T23:02:12.359Z,0.8900000000000006,,1.0,28.0,31.46067415730335,0.035,1.0,True,Aj_fake_1,655d36c3c50d0e315153ec7f
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-21T23:02:29.096Z,0,,0.0,0.0,0.0,0.0,0.0,True,Aj_fake_1,655d36c3c50d0e315153ec7f
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023-11-21T23:02:29.264Z,0,,0.0,0.0,0.0,0.0,0.0,True,Aj_fake_1,655d36c3c50d0e315153ec7f
0.0,3.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2023-11-21T23:04:05.432Z,38.008,,0.3333333333333333,1.0,0.07893075142075352,12.024000000000001,3.0,True,Aj_fake_2,655d3713c50d0e315153ec80
55.0,84.0,8.0,0.14545454545454545,1.0,0.01818181818181818,0.0,0.0,0.0,0.5978260869565217,2023-11-23T04:17:46.635Z,17.194000000000003,itle: leveraging smacadmic avin LLM progras for nhanced,0.011904761904761904,1.0,4.885425148307548,0.40086956521739125,23.0,False,so_fake_1,655ed24ac50d0e315153ec84
15.0,18.0,5.0,0.3333333333333333,2.0,0.13333333333333333,0.0,0.0,0.0,0.6521739130434783,2023-11-23T04:18:06.116Z,6.244,"

Introduction:",0.1111111111111111,1.0,2.8827674567584882,0.6829999999999999,6.0,False,so_fake_1,655ed24ac50d0e315153ec84
226.0,232.0,8.0,0.035398230088495575,5.0,0.022123893805309734,0.0,0.0,0.0,0.9416666666666667,2023-11-23T04:18:13.683Z,52.733000000000004,"
Smart academic advising has become a corner stone in modern education, revolutionizing the way students navigate their academic journeys. This essay explores the integration of smart academic advising within the context of LL",0.021551724137931036,2.5,4.399522120873077,0.5299666666666666,60.0,False,so_fake_1,655ed24ac50d0e315153ec84
74.0,72.0,6.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.9487179487179487,2023-11-23T04:19:09.567Z,15.958999999999993,(Master of laws) programs aiming to enhance the overall learning experienc,0.0,0.0,4.5115608747415274,0.49194736842105263,19.0,False,so_fake_1,655ed24ac50d0e315153ec84
34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714285714285714,2023-11-23T04:19:28.827Z,5.849000000000001, and contribute to student success,0.0,0.0,5.983928876731064,0.3275555555555556,9.0,False,so_fake_1,655ed24ac50d0e315153ec84
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T04:19:43.001Z,0,,0.0,0.0,0.0,0.0,0.0,False,so_fake_1,655ed24ac50d0e315153ec84
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2023-11-23T04:19:43.365Z,1.0030000000000001,"

",0.0,0.0,0.9970089730807576,0.871,1.0,False,so_fake_1,655ed24ac50d0e315153ec84
91.0,93.0,2.0,0.02197802197802198,1.0,0.01098901098901099,0.0,0.0,0.0,0.9578947368421052,2023-11-23T04:20:23.235Z,17.672999999999995,The integration of smart academic advising has significantly impacted the education industr,0.010752688172043012,1.0,5.262264471227297,0.40025,24.0,False,so_fake_1,655ed24ac50d0e315153ec84
75.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9868421052631579,2023-11-23T04:20:43.532Z,12.182000000000002,", ushering in a new era of personalized and data-driven support for student",0.0,0.0,6.238712855032014,0.33073684210526316,19.0,False,so_fake_1,655ed24ac50d0e315153ec84
57.0,63.0,2.0,0.03508771929824561,3.0,0.05263157894736842,0.0,0.0,0.0,0.8769230769230769,2023-11-23T04:20:59.061Z,13.199999999999994,ts. This transformation has yielded several notable effec,0.047619047619047616,1.5,4.772727272727275,0.45775,16.0,False,so_fake_1,655ed24ac50d0e315153ec84
30.0,30.0,5.0,0.16666666666666666,1.0,0.03333333333333333,0.0,0.0,0.0,0.8571428571428571,2023-11-23T04:21:13.394Z,12.068000000000001,"

1. Enhanced student success:",0.03333333333333333,1.0,2.4859131587669867,0.8783333333333334,9.0,False,so_fake_1,655ed24ac50d0e315153ec84
100.0,106.0,3.0,0.03,3.0,0.03,0.0,0.0,0.0,0.9174311926605505,2023-11-23T04:21:25.699Z,27.098999999999993,"- smart academic advising has been a key contributor to improved student success rates. By providin
",0.02830188679245283,1.5,3.911583453263959,0.6056296296296295,27.0,False,so_fake_1,655ed24ac50d0e315153ec84
170.0,177.0,0.0,0.0,3.0,0.01764705882352941,0.0,0.0,0.0,0.96045197740113,2023-11-23T04:21:55.773Z,37.973000000000035," personalized guidance and adaptive learning resources, students can navigate their academic journeys more efficiently, resulting in higher retention and graduation rates",0.01694915254237288,3.0,4.661206646828005,0.5407954545454545,44.0,False,so_fake_1,655ed24ac50d0e315153ec84
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T04:22:36.355Z,0.133,"
",0.0,0.0,15.037593984962406,0.0,0.0,False,so_fake_1,655ed24ac50d0e315153ec84
40.0,45.0,42.0,1.05,22.0,0.55,0.0,0.0,0.0,0.45977011494252873,2023-11-23T04:22:36.761Z,17.4,"
FROM HERE IM WRITING USING MY OWN WORDS",0.4888888888888889,22.0,2.586206896551724,0.4482272727272727,22.0,False,so_fake_1,655ed24ac50d0e315153ec84
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T04:22:54.778Z,0.131,"
",0.0,0.0,15.267175572519083,0.0,0.0,False,so_fake_1,655ed24ac50d0e315153ec84
49.0,51.0,5.0,0.10204081632653061,2.0,0.04081632653061224,0.0,0.0,0.0,0.875,2023-11-23T04:22:57.563Z,20.981,"topic: universal AI convergence, future of utilit",0.0392156862745098,2.0,2.4307706972975547,1.066857142857143,14.0,False,so_fake_1,655ed24ac50d0e315153ec84
0.0,27.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T04:23:21.696Z,6.293000000000001,,0.14814814814814814,4.0,4.290481487366915,0.5214285714285715,7.0,False,so_fake_1,655ed24ac50d0e315153ec84
45.0,44.0,3.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.9574468085106383,2023-11-23T04:23:28.489Z,10.442,"

when talking about the future of AI and the",0.0,0.0,4.213752154759624,0.5738333333333333,12.0,False,so_fake_1,655ed24ac50d0e315153ec84
0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T04:23:52.020Z,3.819,,1.0,1.0,0.26184865147944486,2.176,1.0,False,so_fake_1,655ed24ac50d0e315153ec84
16.0,14.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,2023-11-23T04:23:58.891Z,2.638,AGI that will be,0.0,0.0,5.307050796057619,0.29025,4.0,False,so_fake_1,655ed24ac50d0e315153ec84
8.0,21.0,0.0,0.0,7.0,0.875,0.0,0.0,0.0,0.38095238095238093,2023-11-23T04:24:05.182Z,4.136000000000001,better t,0.3333333333333333,7.0,5.077369439071566,0.42539999999999994,5.0,False,so_fake_1,655ed24ac50d0e315153ec84
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T01:07:04.234Z,0.8039999999999999,,0.0,0.0,0.0,0.698,1.0,False,so_fake_1,655ed24ac50d0e315153ec84
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T01:07:10.072Z,0.27599999999999997,,0.0,0.0,0.0,0.235,1.0,False,so_fake_1,655ed24ac50d0e315153ec84
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T01:07:15.348Z,0.353,,0.0,0.0,0.0,0.317,1.0,False,so_fake_1,655ed24ac50d0e315153ec84
0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T04:37:41.654Z,1.292,,1.0,1.0,0.7739938080495355,1.141,1.0,False,so_fake_2,655ed6c4c50d0e315153ec85
40.0,11.0,36.0,0.9,0.0,0.0,0.0,0.0,0.0,0.851063829787234,2023-11-23T04:37:45.592Z,14.993,THIS WILL CONTAIN 1/3 of the CHEATED TEX,0.0,0.0,0.7336757153338225,0.8169166666666667,12.0,False,so_fake_2,655ed6c4c50d0e315153ec85
62.0,71.0,0.0,0.0,4.0,0.06451612903225806,0.0,0.0,0.0,0.8732394366197183,2023-11-23T04:38:04.870Z,14.792000000000007,", the rest will be written by me by thinking about random stuf",0.056338028169014086,1.3333333333333333,4.7998918334234695,0.4713333333333333,18.0,False,so_fake_2,655ed6c4c50d0e315153ec85
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T04:38:19.951Z,0.193,"
",0.0,0.0,10.362694300518134,0.0,0.0,False,so_fake_2,655ed6c4c50d0e315153ec85
177.0,188.0,12.0,0.06779661016949153,8.0,0.04519774011299435,0.0,0.0,0.0,0.885,2023-11-23T04:38:25.833Z,46.82099999999999,Does the cheetos taste good? It actually taste good when you first bite it but not so much after eating it for while. What is this phenomenon called? The same food exponentially,0.0425531914893617,2.6666666666666665,4.015292283377118,0.5511199999999999,50.0,False,so_fake_2,655ed6c4c50d0e315153ec85
48.0,59.0,0.0,0.0,5.0,0.10416666666666667,0.0,0.0,0.0,0.8135593220338984,2023-11-23T04:39:16.199Z,11.527999999999999,become gross as you reach your intake limit lmao,0.0847457627118644,5.0,5.117973629424012,0.40213333333333334,15.0,False,so_fake_2,655ed6c4c50d0e315153ec85
41.0,43.0,2.0,0.04878048780487805,2.0,0.04878048780487805,0.0,0.0,0.0,0.9111111111111111,2023-11-23T04:39:45.007Z,13.100999999999999, The topic to talk about is how to make p,0.046511627906976744,1.0,3.2821921990687737,0.7652727272727272,11.0,False,so_fake_2,655ed6c4c50d0e315153ec85
78.0,94.0,2.0,0.02564102564102564,8.0,0.10256410256410256,0.0,0.0,0.0,0.8125,2023-11-23T04:40:01.142Z,18.698999999999998,"my capstone project work, I need to pinecone to store vector embeddings of the",0.0851063829787234,2.0,5.027006791807049,0.3972083333333334,24.0,False,so_fake_2,655ed6c4c50d0e315153ec85
45.0,62.0,0.0,0.0,8.0,0.17777777777777778,0.0,0.0,0.0,0.7258064516129032,2023-11-23T04:40:25.537Z,14.660000000000002,scraped text data of the academic information,0.12903225806451613,4.0,4.22919508867667,0.5912666666666666,15.0,False,so_fake_2,655ed6c4c50d0e315153ec85
86.0,136.0,11.0,0.12790697674418605,28.0,0.32558139534883723,0.0,0.0,0.0,0.5850340136054422,2023-11-23T04:40:42.759Z,27.78000000000001, But I read an article saying using pinecone is a overkill for most LLM based projects,0.20588235294117646,5.6,4.895608351331892,0.3864864864864865,37.0,False,so_fake_2,655ed6c4c50d0e315153ec85
30.0,2.0,37.0,1.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,2023-11-23T04:41:11.010Z,8.235999999999999,"

FROM HERE THIS IS CHEAT TEXT",0.0,0.0,0.2428363283147159,0.4469,10.0,False,so_fake_2,655ed6c4c50d0e315153ec85
304.0,332.0,2.0,0.006578947368421052,14.0,0.046052631578947366,0.0,0.0,0.0,0.9101796407185628,2023-11-23T04:41:19.493Z,68.41500000000008,"
the rapid evolution of technology in recent decades has revolutionized the way we communicate and interact with one another. This essay explores the multifaceted impact of technological advancements on human relationships, considering both the positive and negative aspects of this digital transformatio",0.04216867469879518,2.0,4.852736972886057,0.45353012048192765,83.0,True,so_fake_2,655ed6c4c50d0e315153ec85
2.0,3.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.6666666666666666,2023-11-23T04:42:31.780Z,1.747,..,0.3333333333333333,1.0,1.717229536348025,1.078,1.0,True,so_fake_2,655ed6c4c50d0e315153ec85
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T04:42:33.844Z,0.205,"
",0.0,0.0,9.75609756097561,0.0,0.0,True,so_fake_2,655ed6c4c50d0e315153ec85
23.0,1.0,28.0,1.2173913043478262,0.0,0.0,0.0,0.0,0.0,0.7931034482758621,2023-11-23T04:42:34.573Z,8.47,"
FROM HERE GENUINE TEXT",0.0,0.0,0.11806375442739078,0.7445714285714287,7.0,True,so_fake_2,655ed6c4c50d0e315153ec85
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T04:42:44.264Z,0,,0.0,0.0,0.0,0.0,0.0,False,so_fake_2,655ed6c4c50d0e315153ec85
63.0,70.0,3.0,0.047619047619047616,4.0,0.06349206349206349,0.0,0.0,0.0,0.863013698630137,2023-11-23T04:42:47.413Z,18.98,I need to stay until midnight in macleod working on the project,0.05714285714285714,1.3333333333333333,3.6880927291886194,0.6838333333333333,18.0,False,so_fake_2,655ed6c4c50d0e315153ec85
76.0,80.0,6.0,0.07894736842105263,3.0,0.039473684210526314,0.0,0.0,0.0,0.8837209302325582,2023-11-23T04:43:10.180Z,14.011000000000006, I wanna go home and rest but I have so much assignment due this weekend lma,0.0375,1.5,5.709799443294552,0.3349,20.0,False,so_fake_2,655ed6c4c50d0e315153ec85
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T04:43:24.686Z,0,,0.0,0.0,0.0,0.0,0.0,False,so_fake_2,655ed6c4c50d0e315153ec85
35.0,35.0,5.0,0.14285714285714285,1.0,0.02857142857142857,0.0,0.0,0.0,0.875,2023-11-23T04:43:28.097Z,7.284000000000001,so I had a midterm today and I kind,0.02857142857142857,1.0,4.805052169137836,0.3941,10.0,False,so_fake_2,655ed6c4c50d0e315153ec85
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T16:56:22.772Z,1.004,,0.0,0.0,0.0,0.813,1.0,True,Shift+Enter test,655f84294b1e911d045d1f61
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T16:56:23.968Z,0.371,,0.0,0.0,0.0,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
